"","Strain","Well","Bact_score_mean","Mean_Bact_metf_0","Mean_Bact_metf_50","Mean_Bact_metf_100","Mean_Bact_metf_200","SD_Bact_metf_0","SD_Bact_metf_50","SD_Bact_metf_100","SD_Bact_metf_200","phylogroup","fasta","Strainname","Accession","Assembly","Annotation","Broadphenotype","PG","Plate_Well","Plate","Origin","Annotation_0mM","Annotation_50mM","phylogroup_Ctyping","mash_group_Ctyping","Discard","Notes"
"246","NT12257","B11",1.29750481230219,13.8707,8.9385,5.79456666666667,3.26423333333333,0.676014467300812,0.602178719318443,0.334142145401225,0.165033976299831,"A","NT12257_761.fasta","ZG-22.1","PRJEB20550","761","761","Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","A",NA,"No",NA
"247","NT12258","B12",1.40006759636155,13.6102,9.44343333333333,6.23906666666667,3.3727,1.10593757961288,0.404515294313247,0.617495014824681,0.369678928260727,"A","NT12258.fasta","ZG-22.11",NA,"NT12258",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","A",NA,"No",NA
"248","NT12259","C1",1.11392623651093,16.5041,11.60635,6.2054,0.5726,0.243103311371934,0.203717463659844,1.2971166794086,NA,"B1","NT12259.fasta","ZG-22.9",NA,"NT12259",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","B1",NA,"No",NA
"249","NT12260","C2",1.59991625065686,16.2389333333333,11.3162333333333,8.25453333333333,6.41016666666667,0.440244413176741,0.669746028979145,0.782387885471991,0.573378220142109,"B2","NT12260.fasta","ZG-23.1",NA,"NT12260",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","B2",NA,"No",NA
"250","NT12261","C3",2.0107854778136,13.7839666666667,11.1892333333333,9.25546666666667,7.2719,2.03348454956838,0.510578459527362,0.605045670452515,0.0625556552199716,"B2","NT12261.fasta","ZG-24.1",NA,"NT12261",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","B2",NA,"No",NA
"251","NT12262","C4",1.50606806708873,16.4220333333333,10.5006333333333,8.13846666666667,6.0936,1.02660743389736,0.17016169760946,0.668117537064649,0.493331034904556,"B2","NT12262_762.fasta","ZG-24.5","PRJEB20550","762","762","Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","B2",NA,"No",NA
"252","NT12263","C5",1.25286705297452,13.7714,9.284,6.2371,1.73263333333333,3.06363088018123,1.83522965047974,1.13033805562761,0.116738782473235,"B2","NT12263.fasta","ZG-25.1",NA,"NT12263",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","B2",NA,"No",NA
"253","NT12264","C6",1.50828658438852,10.3983333333333,7.50626666666667,5.36793333333333,2.80946666666667,1.95053348941599,0.308694417399041,0.891540713222528,1.79481925088108,"B2","NT12264.fasta","ZG-25.3",NA,"NT12264",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","B2",NA,"No",NA
"254","NT12265","C7",1.27460851932056,13.3148333333333,8.54796666666667,6.49653333333333,1.9267,2.66785085102847,1.01574966075964,1.75662301685175,0.541740648281076,"B2","NT12265.fasta","ZG-25.4",NA,"NT12265",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","B2",NA,"No",NA
"255","NT12266","C8",1.11053984575835,15.2617666666667,9.09183333333333,6.05163333333333,1.80533333333333,1.06103850228601,1.08808257652319,0.532258079631802,0.518225784126314,"B2","NT12266.fasta","ZG-25.7",NA,"NT12266",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","B2",NA,"No",NA
"256","NT12267","C9",1.17212520504374,17.3337,10.2515666666667,7.61843333333333,2.44726666666667,1.17512110439733,0.608545810381876,0.16813602628031,0.823259505461877,"A","NT12267.fasta","ZG-26.1",NA,"NT12267",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","A",NA,"No",NA
"257","NT12268","C10",1.39354425616625,10.9845333333333,8.66436666666667,5.62936666666667,1.0137,0.231310383107488,0.380330807762576,0.791637772806056,0.463970871930556,"A","NT12268.fasta","ZG-27.1",NA,"NT12268",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","A",NA,"No",NA
"258","NT12269","C11",1.5302003187637,11.1472333333333,8.79776666666667,5.74653333333333,2.5132,1.3331316301601,0.820860769761434,1.01448913416228,0.428905106054941,"D","NT12269.fasta","ZG-28.1",NA,"NT12269",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","D",NA,"No",NA
"259","NT12270","C12",1.63935397402171,11.3659,9.7363,6.02973333333333,2.8667,1.58621929127091,0.91570360379328,0.85883889835832,0.399447731249033,"D","NT12270.fasta","ZG-28.13",NA,"NT12270",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","D",NA,"No",NA
"260","NT12271","D1",1.16237855315893,16.20565,10.9996,6.9547,0.8828,0.235254426100764,1.72477486067023,1.91767359057792,1.24846773286297,"B1","NT12271.fasta","ZG-28.5",NA,"NT12271",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","super_bio","B1",NA,"No",NA
"261","NT12272","D2",1.06738507948105,16.9726,10.914,5.96423333333333,1.23806666666667,0.603319790824069,0.752254398458394,0.60726562831543,0.480729802834537,"A","NT12272.fasta","ZG-29.1",NA,"NT12272",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","A","A","No",NA
"262","NT12273","D3",1.24162739151483,15.3546333333333,10.8528666666667,6.96873333333333,1.24313333333333,0.746051032660188,0.581086158270298,1.08187162978485,1.30987127739077,"A","NT12273.fasta","ZG-29.4",NA,"NT12273",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","A",NA,"No",NA
"263","NT12274","D4",1.20329785859589,13.1580333333333,9.83656666666667,5.6911,0.305366666666667,0.317528775598895,0.330525677267793,0.808660243860177,0.0453762419481091,"B2","NT12274.fasta","ZG-30.1",NA,"NT12274",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","biofilm","B2",NA,"No",NA
"264","NT12275","D5",1.14938261199376,15.8193333333333,9.25846666666667,5.92676666666667,2.99723333333333,0.890982066785484,0.322096217508578,0.474611676355875,1.43276937548697,"B1","NT12275.fasta","ZG-31.1",NA,"NT12275",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","biofilm","super_bio","B1",NA,"No",NA
"265","NT12276","D6",1.0872778519087,16.4623666666667,10.4393666666667,6.70593333333333,0.753866666666667,1.10659385654057,0.478051067704417,1.07590539237116,0.342258737409775,"A","NT12276.fasta","ZG-31.2",NA,"NT12276",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","A",NA,"No",NA
"266","NT12277","D7",1.369681437333,16.1799666666667,10.8156,8.02083333333333,3.32496666666667,0.628908589012214,0.986683596701597,1.35037286085486,1.70642256294663,"B2","NT12277.fasta","ZG-32.1",NA,"NT12277",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","B2",NA,"No",NA
"267","NT12278","D8",1.30366285170453,13.6596666666667,8.59873333333333,6.9961,2.21276666666667,2.16420530526411,2.86709535476819,1.68524696113062,0.481873596841883,"B2","NT12278.fasta","ZG-33.1",NA,"NT12278",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","B2",NA,"No",NA
"268","NT12279","D9",0.965251704253345,14.9772333333333,9.31373333333333,5.08146666666667,0.0616,1.22000862838479,0.190340598226793,0.750350293751747,0.0276591756927064,"B2","NT12279.fasta","ZG-33.2",NA,"NT12279",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","B2",NA,"No",NA
"269","NT12280","D10",1.32984153223927,13.5905666666667,10.3125666666667,7.18796666666667,0.572766666666667,0.767857671273351,2.35250492100088,1.47944213247201,0.549551838622466,"B2","NT12280.fasta","ZG-33.4",NA,"NT12280",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","B2",NA,"No",NA
"270","NT12281","D11",0.986197496290025,14.3307333333333,8.59043333333333,5.41016666666667,0.132333333333333,0.853686460788346,0.27191536060571,1.03335492611848,0.0650333247907051,"B2","NT12281.fasta","ZG-33.6",NA,"NT12281",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","B2","B2","No",NA
"271","NT12282","D12",1.09455072630039,12.7839666666667,8.76333333333333,4.99293333333333,0.236433333333333,0.309162842743648,0.470458513934367,1.46778561559014,0.124359009859894,"B2","NT12282.fasta","ZG-33.8",NA,"NT12282",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","biofilm","super_bio","B2","B2","No",NA
"272","NT12283","E1",1.40708794947043,16.4128333333333,12.4541,8.06513333333333,2.57506666666667,1.95286748739727,0.43763680146898,1.90330611655964,0.652954288854383,"B2","NT12283.fasta","ZG-34.1",NA,"NT12283",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","B2",NA,"No",NA
"273","NT12284","E2",1.107552762879,17.2833,10.1649333333333,7.02973333333333,1.9475,0.743579054304247,0.341608099045285,0.669314666904389,0.466444541183622,"A","NT12284.fasta","ZG-35.1",NA,"NT12284",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","biofilm","normal","A",NA,"No",NA
"274","NT12285","E3",1.55324601366743,14.3992,10.6912,6.87843333333333,4.79586666666667,2.00585988543567,0.358070118831493,0.851274816574138,2.54117631094998,"B2","NT12285_763.fasta","ZG-36.1","PRJEB20550","763","763","Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","B2",NA,"No",NA
"275","NT12286","E4",1.15500014042607,15.4292333333333,10.1520333333333,6.46746666666667,1.20126666666667,1.39534389070699,0.283791002911179,0.20352799152287,0.882673440935737,"B2","NT12286_764.fasta","ZG-36.8","PRJEB20550","764","764","Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","B2",NA,"No",NA
"276","NT12287","E5",1.43190280035692,13.6351666666667,10.4455333333333,6.7975,2.2812,1.09232015605926,1.56419325638916,1.27617790295867,0.84804658480534,"E","NT12287.fasta","ZG-37.1",NA,"NT12287",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","E",NA,"No",NA
"277","NT12288","E6",1.11491629384187,16.4882333333333,9.47626666666667,6.92203333333333,1.9847,0.51688832772015,0.758853486078395,0.50494492108876,0.784976604746919,"E","NT12288_765.fasta","ZG-37.3","PRJEB20550","765","765","Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","E",NA,"No",NA
"278","NT12289","E7",0.985131734826752,17.0228333333333,9.5052,6.6775,0.587033333333333,0.453017012189756,0.513131104104984,0.82002851779679,0.446977229099351,"D","NT12289.fasta","ZG-38.1",NA,"NT12289",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","D",NA,"No",NA
"279","NT12290","E8",1.00953364817001,16.94,10.4015666666667,6.28783333333333,0.4121,0.828663073872609,0.286809297850215,0.948176045538661,0.355151193155816,"D","NT12290.fasta","ZG-38.2",NA,"NT12290",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","D",NA,"No",NA
"280","NT12291","E9",0.972321653249168,17.0879666666667,10.3590666666667,6.02263333333333,0.2333,0.556385768449672,0.477502527043924,1.0462817896405,0.21077473757545,"D","NT12291.fasta","ZG-38.9",NA,"NT12291",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","D",NA,"No",NA
"281","NT12292","E10",0.970126895780349,15.0202,10.1877,4.12243333333333,0.261366666666667,0.811861958709731,0.502982932115991,0.957400576213182,0.202564713939357,"B2","NT12292_766.fasta","ZG-39.1","PRJEB20550","766","766","Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","B2",NA,"No",NA
"282","NT12293","E11",1.23225955418367,10.9716333333333,8.49863333333333,4.1708,0.850466666666667,0.429390560368219,0.677647624752964,0.993805509141502,0.273625151134418,"C","NT12293.fasta","ZG-40.1",NA,"NT12293",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","super_bio","C",NA,"No",NA
"283","NT12294","A1",1.1891604261796,13.6875,10.8966333333333,4.64513333333333,0.734866666666667,1.44342899028667,0.69591522711702,0.0872676534194275,0.630890135707742,"F","NT12294_341.fasta","ZG-40.8","PRJEB20550","341","341","Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","F",NA,"No",NA
"284","NT12295","A2",0.925492123046261,14.5170333333333,9.65423333333333,3.5758,0.205366666666667,0.712925973249211,1.09192119831668,0.925489972933256,0.0746206629113769,"D","NT12295.fasta","ZG-41.1",NA,"NT12295",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","D","D","No",NA
"285","NT12296","A3",0.97767845782642,14.4091,8.6102,4.96586666666667,0.5114,1.08453459603647,1.32963964667123,0.728935541274627,0.470211005826108,"D","NT12296.fasta","ZG-41.8",NA,"NT12296",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","D",NA,"No",NA
"286","NT12297","A4",1.01056320122783,14.4211333333333,9.98116666666667,4.28426666666667,0.308033333333333,0.817048843909183,0.549772337730204,0.94272406001615,0.298453854612959,"D","NT12297.fasta","ZG-41.9",NA,"NT12297",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","D","D","No",NA
"287","NT12298","A5",1.26112768707132,17.4617,10.9191,8.31136666666667,2.79096666666667,1.41740730913877,1.24275151579067,0.533487547496035,0.729889206204156,"A","NT12298_342.fasta","ZG-42.1","PRJEB20550","342","342","Commensal strain","PG3","PG3_3","3","ECOREF","normal","biofilm","A",NA,"No",NA
"288","NT12299","A6",1.32437888442024,14.8939,9.5282,8.3315,1.86546666666667,1.08629732578148,0.707995981627015,0.826076721618519,0.922550022130688,"B2","NT12299_343.fasta","ZG-43.1","PRJEB20550","343","343","Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"289","NT12300","A7",1.25086782151523,15.8250666666667,8.88713333333333,9.50726666666667,1.40066666666667,1.1966504265379,0.483373502928464,0.580773874527199,0.553982782524271,"B2","NT12300.fasta","ZG-43.2",NA,"NT12300",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"290","NT12301","A8",1.17078986949208,16.4664333333333,9.0428,9.0919,1.14403333333333,1.20189904872803,0.677751481001701,0.252254573794015,0.586168289259436,"B2","NT12301.fasta","ZG-43.4",NA,"NT12301",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"291","NT12302","A9",1.16135899789202,15.9078,9.04306666666667,8.14706666666667,1.28453333333333,1.62173644282911,0.35505087428893,0.205354823009671,0.523431603300119,"B2","NT12302_344.fasta","ZG-44.1","PRJEB20550","344","344","Commensal strain","PG3","PG3_3","3","ECOREF","normal","super_bio","B2",NA,"No",NA
"292","NT12303","A10",1.39115422995898,15.0316666666667,10.7481,8.3146,1.84866666666667,1.11200987555567,1.32711347291782,0.975140687285686,0.368761892463597,"E","NT12303_345.fasta","ZG-44.2","PRJEB20550","345","345","Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","E",NA,"No",NA
"293","NT12304","A11",1.31255275665088,15.2824333333333,9.98993333333333,8.2534,1.81566666666667,1.12761666506545,0.700596319811439,1.62532593346689,0.710601930291027,"B2","NT12304.fasta","ZG-45.1",NA,"NT12304",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","biofilm","B2",NA,"No",NA
"294","NT12305","A12",1.39371864731513,16.1801666666667,10.4280333333333,9.10353333333333,3.01903333333333,1.49637772749174,1.00607642519509,1.15623527161791,0.805993947454528,"B2","NT12305_346.fasta","ZG-46.1","PRJEB20550","346","346","Commensal strain","PG3","PG3_3","3","ECOREF","normal","biofilm","B2",NA,"No",NA
"295","NT12306","B1",1.45930558695234,15.9252,11.1656333333333,8.6666,3.4075,0.635223330805789,0.382066857151118,0.29461145598907,1.44115093935368,"B2","NT12306_347.fasta","ZG-46.5","PRJEB20550","347","347","Commensal strain","PG3","PG3_3","3","ECOREF","normal","biofilm","B2",NA,"No",NA
"296","NT12307","B2",1.39545970710314,13.6202666666667,10.4295333333333,7.17006666666667,1.40693333333333,2.31280408234968,1.18568343723497,0.395182038222049,1.91762153287173,"A","NT12307.fasta","ZG-47.1",NA,"NT12307",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","A",NA,"No",NA
"297","NT12308","B3",1.33949234394649,12.6174666666667,10.0017,6.2206,0.6787,0.686579029197174,0.802492841089564,0.483025755006914,0.725227798695003,"A","NT12308_348.fasta","ZG-47.3","PRJEB20550","348","348","Commensal strain","PG3","PG3_3","3","ECOREF","normal","biofilm","A",NA,"No",NA
"298","NT12309","B4",1.03092959791991,14.2301666666667,9.10433333333333,5.12626666666667,0.4397,1.27513319435004,0.892806957484838,0.843904771483923,0.284552965192774,"B2","NT12309_349.fasta","ZG-48.1","PRJEB20550","349","349","Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"299","NT12310","B5",1.32242326374424,15.5228666666667,10.7123666666667,7.9695,1.84593333333333,1.36091043545611,2.37009125211105,1.36249451742016,1.50931329528807,"B2","NT12310_767.fasta","ZG-48.4","PRJEB20550","767","767","Commensal strain","PG3","PG3_3","3","ECOREF","normal","biofilm","B2",NA,"No",NA
"300","NT12311","B6",1.28338614757809,14.7266666666667,9.74613333333333,7.66323333333333,1.49063333333333,0.99438440420862,1.30973688324538,0.534915024404189,1.5040662895409,"B2","NT12311_350.fasta","ZG-49.1","PRJEB20550","350","350","Commensal strain","PG3","PG3_3","3","ECOREF","biofilm","super_bio","B2",NA,"No",NA
"301","NT12312","B7",1.38216314368191,14.3186666666667,10.5562,8.21193333333333,1.0226,1.03832850935209,1.16282753235379,1.16858883416424,0.493795635865689,"B2","NT12312.fasta","ZG-49.2",NA,"NT12312",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","super_bio","B2",NA,"No",NA
"302","NT12313","B8",1.30238519916655,14.4460333333333,10.0243666666667,8.04666666666667,0.743266666666667,1.63492509410472,0.317753510339906,0.565148204751048,0.29353053219952,"B2","NT12313.fasta","ZG-49.6",NA,"NT12313",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","super_bio","B2",NA,"No",NA
"303","NT12314","B9",1.32399744541113,15.0839666666667,10.8538333333333,7.9265,1.1908,0.789537043673908,0.520738728474591,0.939519095069387,0.470418664595698,"B2","NT12314_351.fasta","ZG-50.1","PRJEB20550","351","351","Commensal strain","PG3","PG3_3","3","ECOREF","normal","super_bio","B2",NA,"No",NA
"304","NT12315","B10",1.10534771483173,15.4365,10.3366,6.56616666666667,0.159933333333333,1.63373645059416,1.02543779918628,0.961815586967342,0.0297953575802227,"B1","NT12315_352.fasta","ZG-51.1","PRJEB20550","352","352","Commensal strain","PG3","PG3_3","3","ECOREF","normal","super_bio","B1",NA,"No",NA
"305","NT12316","B11",1.37040490709745,14.9063,11.5836666666667,8.43853333333333,0.405466666666667,1.15684808423578,0.759712954564639,0.684814867926605,0.388197196452181,"A","NT12316.fasta","ZG-52.1",NA,"NT12316",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","A","A","No",NA
"306","NT12317","B12",1.44083935448301,16.0822,12.6106666666667,8.7959,1.7653,1.49065553700377,1.50494486720721,1.03332903278675,0.664730230996003,"A","NT12317_353.fasta","ZG-53.1","PRJEB20550","353","353","Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","A",NA,"No",NA
"307","NT12318","C1",1.11454115463938,13.2208666666667,8.75356666666667,5.73013333333333,0.2515,1.2642602632897,0.300482617356368,0.485155658869742,0.18005252011566,"B2","NT12318.fasta","ZG-54.1",NA,"NT12318",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"308","NT12319","C2",1.31668035192982,16.5222333333333,11.8372666666667,7.9699,1.94733333333333,1.36342950068323,1.01540778672085,0.418147713134964,0.729627640192813,"B1","NT12319_354.fasta","ZG-54.2","PRJEB20550","354","354","Commensal strain","PG3","PG3_3","3","ECOREF","normal","super_bio","B1",NA,"No",NA
"309","NT12320","C3",1.05812732613483,16.3182,11.0543666666667,5.8327,0.379666666666667,1.37300505825725,0.528362435581233,0.68448412691603,0.367507446636573,"C","NT12320_355.fasta","ZG-55.1","PRJEB20550","355","355","Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","C",NA,"No",NA
