"","Strain","Well","Bact_score_mean","Mean_Bact_metf_0","Mean_Bact_metf_50","Mean_Bact_metf_100","Mean_Bact_metf_200","SD_Bact_metf_0","SD_Bact_metf_50","SD_Bact_metf_100","SD_Bact_metf_200","phylogroup","fasta","Strainname","Accession","Assembly","Annotation","Broadphenotype","PG","Plate_Well","Plate","Origin","Annotation_0mM","Annotation_50mM","phylogroup_Ctyping","mash_group_Ctyping","Discard","Notes"
"585","139","C4",1.06835834664073,10.4579666666667,7.2023,3.95003333333333,0.0389,0.28747139567848,0.424221439816518,1.56525152398371,0.0141077992614015,"B2","139.fasta",NA,NA,"139","139","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","biofilm","B2",NA,"No",NA
"586","14","B10",0.950337188817607,14.5479,9.26663333333333,4.4191,0.0898666666666667,0.742716015715293,0.0933458265448079,0.603833486981303,0.0389135366335846,"A","14.fasta",NA,NA,"14","14","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","A",NA,"No",NA
"587","140","C5",1.13039293941134,10.6084666666667,7.86446666666667,4.1425,0.0595333333333333,0.601630121697155,0.805930061068163,1.78315322112263,0.0647068260180743,"B2","140.fasta",NA,NA,"140","140","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","biofilm","B2",NA,"No",NA
"588","141","C6",1.14374028974189,9.61036666666667,7.26296666666667,3.6798,0.0476333333333333,0.38916392861278,0.0570820754119305,0.691977369572156,0.0409793037194793,"A","141.fasta",NA,NA,"141","141","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","A",NA,"No",NA
"589","142","C7",1.14393459426626,9.71306666666667,7.12313333333333,3.9504,0.0437666666666667,0.210799818152989,0.314055175619402,1.02526952066274,0.0190500218722534,"A","142.fasta",NA,NA,"142","142","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","A",NA,"No",NA
"590","143","C8",1.18297252230864,7.9035,6.7893,2.48416666666667,0.0446666666666667,0.594371912189666,0.776014903207406,0.931140254383481,0.0266938819457443,"F","143.fasta",NA,NA,"143","143","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","F",NA,"No",NA
"591","144","C9",0.958006551596252,12.5982666666667,8.29533333333333,3.71373333333333,0.0601666666666667,0.125457017871992,0.914023064989792,0.908856833243462,0.0259789016960558,"B1","144.fasta",NA,NA,"144","144","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","super_bio","B1",NA,"No",NA
"592","145","C10",1.24833994922738,7.95673333333333,6.6039,3.25923333333333,0.0650666666666667,0.467358602502761,0.693787885452031,0.731464423832994,0.0135588839265381,"B2","145.fasta",NA,NA,"145","145","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","biofilm","B2",NA,"No",NA
"593","146","C11",1.27080023158716,8.02956666666667,6.74356666666667,3.2685,0.188933333333333,0.0284868975729777,0.785391535053271,0.911264346937813,0.238521829888447,"B2","146.fasta",NA,NA,"146","146","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","B2",NA,"No",NA
"594","147","D2",0.99940800086071,14.5933666666667,9.6507,4.58343333333333,0.379466666666667,0.895535997787545,0.36908317490777,1.41853977150214,0.592407480821548,"B1","147.fasta",NA,NA,"147","147","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","super_bio","B1",NA,"No",NA
"595","148","D3",1.09778731613643,10.9819333333333,7.51163333333333,4.39516666666667,0.0329,0.922373277655707,0.958263086700794,1.71607473710597,0.0327510305181379,"B2","148.fasta",NA,NA,"148","148","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","super_bio","B2",NA,"No",NA
"596","149","D4",0.877044129443811,13.8833666666667,8.80626666666667,3.2122,0.128966666666667,0.343874647703684,0.283314919009454,1.8938612963995,0.021496356280387,"D","149.fasta",NA,NA,"149","149","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","D",NA,"No",NA
"597","15","B11",0.875754301571736,14.8459,9.07383333333333,3.86346666666667,0.0454,0.591676017766481,0.362551021696717,0.563102347121137,0.0555203566270967,"A","15.fasta",NA,NA,"15","15","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","A",NA,"No",NA
"598","150","D5",0.878907692019338,15.2525666666667,9.324,4.02656666666667,0.124066666666667,0.959756866781027,0.180254680937833,2.79817071375807,0.0582595342697943,"D","150.fasta",NA,NA,"150","150","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","D",NA,"No",NA
"599","151","D6",1.01975560242108,12.3439333333333,7.96383333333333,4.50536666666667,0.0921666666666667,0.663446044025687,0.545332122044295,1.05929946820214,0.0384832864154471,"B2","151.fasta",NA,NA,"151","151","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","B2",NA,"No",NA
"600","152","D7",1.00660641386303,12.3990333333333,7.69613333333333,4.6682,0.133166666666667,0.57314118970227,0.217043597770893,1.24883544552515,0.0202154231549412,"B2","152.fasta",NA,NA,"152","152","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","B2",NA,"No",NA
"601","153","D8",1.36763156825762,8.73173333333333,7.50233333333333,4.32716666666667,0.0907333333333333,0.549971311372996,0.651357753721665,0.803572929691719,0.0100848070548391,"B2","153.fasta",NA,NA,"153","153","Commensal strain","AUS_PG3",NA,NA,"AUS","normal","super_biofilm","B2",NA,"No",NA
"602","154","D9",2.18444904702945,13.0265333333333,11.3996333333333,9.5776,7.41303333333333,0.856670632935047,0.621094262840459,0.857700932726554,0.804849379283685,"Non Escherichia","154.fasta",NA,NA,NA,NA,NA,"AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","Non Escherichia",NA,"Yes","Citrobacter sp"
"603","155","D10",0.544580532589678,11.7345,6.14243333333333,0.193033333333333,0.0529,0.690971692618445,0.585523529273874,0.162781120936469,0.0212819172068684,"B1","155.fasta",NA,NA,"155","155","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","B1",NA,"No",NA
"604","156","D11",0.872193639530498,12.7062666666667,7.32706666666667,3.66223333333333,0.125166666666667,1.36159122475629,0.863409667153046,0.682951955362406,0.116313814026251,"B2","156.fasta",NA,NA,"156","156","Commensal strain","AUS_PG3",NA,NA,"AUS","normal","biofilm","B2",NA,"No",NA
"605","157","E2",1.02090537308462,11.8806333333333,7.3528,4.57553333333333,0.145866666666667,0.357164700570105,0.576541854508413,1.76268027257734,0.188844309772186,"D","157.fasta",NA,NA,"157","157","Commensal strain","AUS_PG3",NA,NA,"AUS","biofilm","super_biofilm","D",NA,"No",NA
"606","158","E3",0.823237420441313,10.4874333333333,6.22986666666667,2.3896,0.0152666666666667,0.127291960992568,0.219996871189873,1.36731250268547,0.0212217655564596,"D","158.fasta",NA,NA,"158","158","Commensal strain","AUS_PG3",NA,NA,"AUS","normal","super_biofilm","D",NA,"No",NA
"607","159","E4",0.96921550724388,10.824,6.9963,3.42146666666667,0.0455666666666667,0.683300321966849,0.43438347114042,0.432982324504515,0.0160204036570036,"F","159.fasta",NA,NA,"159","159","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","F",NA,"No",NA
"608","16","C2",1.13574399514965,10.8222,7.7132,4.52443333333333,0.0299333333333333,0.402188848676837,0.350923581424788,0.826856519193828,0.0414160999290534,"B2","16.fasta",NA,NA,"16","16","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B2",NA,"No",NA
"609","160","E5",1.072611786555,11.5712333333333,8.0255,4.3288,0.0822666666666667,0.258674705631094,0.352480226395751,2.05384643048111,0.0141004728053116,"B2","160.fasta",NA,NA,"160","160","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","B2",NA,"No",NA
"610","161","E6",1.09411411660414,10.8136333333333,7.1944,4.4147,0.200233333333333,0.522573691773068,0.340410179048747,0.85820642621691,0.230016441441331,"D","161.fasta",NA,NA,"161","161","Commensal strain","AUS_PG3",NA,NA,"AUS","super_biofilm","super_biofilm","D",NA,"No",NA
"611","162","E7",0.995874238472115,10.6226666666667,6.60566666666667,3.8332,0.105466666666667,0.577838189576747,0.344614310981615,0.778548078155742,0.0262397281489983,"B2","162.fasta",NA,NA,"162","162","Commensal strain","AUS_PG3",NA,NA,"AUS","normal","super_biofilm","B2",NA,"No",NA
"612","163","E8",0.853439630387325,13.3468666666667,7.3709,3.5704,0.4386,0.411471849988956,1.09818813051317,1.73813522776566,0.51763532530151,"B1","163.fasta",NA,NA,"163","163","Commensal strain","AUS_PG3",NA,NA,"AUS","biofilm","super_biofilm","B1",NA,"No",NA
"613","164","E9",0.952785583780613,11.8161333333333,7.2107,3.85703333333333,0.1926,0.170508836525657,0.565127711229949,1.15233021453633,0.16789857057164,"D","164.fasta",NA,NA,"164","164","Commensal strain","AUS_PG3",NA,NA,"AUS","super_biofilm","super_biofilm","D",NA,"No",NA
"614","165","E10",0.898683889989508,9.82063333333333,6.97236666666667,1.7929,0.0603666666666667,0.0841786394124623,0.817996126722696,1.0088471787144,0.0107155650029914,"F","165.fasta",NA,NA,"165","165","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","F",NA,"No",NA
"615","166","E11",1.07072293667542,10.0647666666667,5.83643333333333,4.67733333333333,0.263933333333333,0.128115937077841,0.299016393084616,0.783252247576305,0.112525434161941,"B2","166.fasta",NA,NA,"166","166","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","biofilm","B2",NA,"No",NA
"616","167","F2",0.747561229341947,10.8171,6.28173333333333,1.73643333333333,0.0588333333333333,0.214301119922413,0.593407021641414,1.25551126770465,0.0535996579591077,"B2","167.fasta",NA,NA,"167","167","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","B2",NA,"No",NA
"617","168","F3",0.659018989613839,12.0875333333333,5.8434,2.0972,0.0436333333333333,0.292774389818053,0.51357164057218,1.18924401196727,0.0390722834415054,"B2","168.fasta",NA,NA,"168","168","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","B2",NA,"No",NA
"618","169","F4",0.802323184977554,11.4559333333333,6.25226666666667,2.80913333333333,0.145833333333333,0.499701204054317,0.334174091355589,1.18207845058327,0.07658043701451,"B2","169.fasta",NA,NA,"169","169","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","B2",NA,"No",NA
"619","17","C3",2.1128774606926,10.3747,8.78113333333333,7.42813333333333,5.722,0.72478797589364,0.264802517611396,0.669279286496552,1.69544426921088,"Non Escherichia","17.fasta",NA,NA,NA,NA,NA,"AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","Non Escherichia",NA,"Yes","Morganella morganii"
"620","170","F5",0.957554770688301,12.3446333333333,8.31966666666667,3.3503,0.0643666666666667,0.757707439143456,0.87451235745033,2.46243271786256,0.0181992673845222,"B1","170.fasta",NA,NA,"170","170","Commensal strain","AUS_PG3",NA,NA,"AUS","normal","biofilm","B1",NA,"No",NA
"621","171","F6",0.812637943816974,12.3686666666667,7.8653,2.13056666666667,0.0479,0.217014292924069,0.336657793612446,1.51449172111746,0.0361973755954765,"B1","171.fasta",NA,NA,"171","171","Commensal strain","AUS_PG3",NA,NA,"AUS","normal","biofilm","B1",NA,"No",NA
"622","172","F7",0.924495312070932,12.4889,8.39783333333333,3.0812,0.0593666666666667,0.213034011369077,0.546988193047468,1.47287251315245,0.0078373039582074,"B1","172.fasta",NA,NA,"172","172","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","B1",NA,"No",NA
"623","173","F8",1.30656105541834,8.324,7.87526666666667,2.83346666666667,0.1768,0.0781096024826651,0.678896879749299,2.26399768183038,0.133073701383857,"B2","173.fasta",NA,NA,"173","173","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","B2",NA,"No",NA
"624","174","F9",0.811230359522989,13.4356333333333,8.28923333333333,2.51816666666667,0.0763666666666667,0.314550239760413,0.109267576770666,1.00334963663388,0.00825005050489592,"B1","174.fasta",NA,NA,"174","174","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","B1",NA,"No",NA
"625","175","F10",1.36183630194691,8.58883333333333,7.1302,4.4844,0.0904666666666667,0.345941979721071,0.551602855322559,1.70113598221894,0.0332704573658574,"B2","175.fasta",NA,NA,"175","175","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","B2",NA,"No",NA
"626","176","F11",1.31687957193739,8.58166666666667,6.96873333333333,4.28836666666667,0.0520666666666667,0.228820679426781,0.393209681128699,1.2067027071045,0.0383239263820049,"B2","176.fasta",NA,NA,"176","176","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","B2",NA,"No",NA
"627","177","G2",1.12754603444019,13.9658666666667,9.4056,5.57426666666667,0.774933333333333,0.269999820987595,0.247455996088194,0.855157180483993,0.568287254241491,"D","177.fasta",NA,NA,"177","177","Commensal strain","AUS_PG3",NA,NA,"AUS","normal","super_biofilm","D",NA,"No",NA
"628","178","G3",2.28283278592248,12.9519,11.4143666666667,10.6163333333333,7.2362,1.37277250846599,0.308679321194883,1.71108106568138,1.67035970078304,"Non Escherichia","178.fasta",NA,NA,NA,NA,NA,"AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","Non Escherichia",NA,"Yes","Citrobacter sp"
"629","179","G4",0.970452596578517,9.87306666666667,7.04263333333333,2.48436666666667,0.0479333333333333,0.599678800136651,0.46780766703137,1.05641853606103,0.0415119661463214,"A","179.fasta",NA,NA,"179","179","Commensal strain","AUS_PG3",NA,NA,"AUS","biofilm","biofilm","A",NA,"No",NA
"630","18","C4",2.15028646344896,10.8038333333333,9.3624,8.10573333333333,5.7686,0.323412930065162,0.336776958831806,1.23545577554736,1.65826919105434,"B2","18.fasta",NA,NA,"18","18","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B2",NA,"No",NA
"631","180","G5",1.14917016702131,11.5047666666667,8.4481,4.55893333333333,0.154566666666667,1.00099768398001,0.863733361634249,0.760687861960037,0.0703972537343136,"B1","180.fasta",NA,NA,"180","180","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","B1",NA,"No",NA
"632","181","G6",0.787304994408954,13.1975333333333,7.50583333333333,2.85726666666667,0.0620333333333333,0.720010432794784,0.296477340337054,1.81834748695989,0.00532008771857507,"B1","181.fasta",NA,NA,"181","181","Commensal strain","AUS_PG3",NA,NA,"AUS","normal","super_biofilm","B1",NA,"No",NA
"633","182","G7",0.911529164322662,9.34283333333333,7.1411,1.32903333333333,0.0551666666666667,0.517807699183137,1.12375224582645,1.23331225702712,0.0213357290321501,"B1","182.fasta",NA,NA,"182","182","Commensal strain","AUS_PG3",NA,NA,"AUS","normal","biofilm","B1",NA,"No",NA
"634","183","G8",2.54741308984287,8.77156666666667,8.27693333333333,7.943,6.1227,0.177314137432223,0.545570658424125,0.5334061960645,0.274095676726212,"B2","183.fasta",NA,NA,"183","183","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","B2",NA,"No",NA
"635","184","G9",1.02907992379869,13.2845333333333,8.78156666666667,4.7689,0.102866666666667,0.341818684880352,0.417065993978571,1.13463358402614,0.044372326210526,"B2","184.fasta",NA,NA,"184","184","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","B2",NA,"No",NA
"636","185","G10",0.991591275773371,10.7000333333333,6.21056666666667,3.7913,0.605466666666667,0.0822705496112271,0.648926539242566,0.795229218527589,0.42764099819046,"D","185.fasta",NA,NA,"185","185","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","D",NA,"No",NA
"637","186","G11",1.16895847540079,10.0511,7.1505,3.95193333333333,0.642666666666667,0.0907771447006347,0.460537761752497,0.700695628167704,0.907394689941116,"B2","186.fasta",NA,NA,"186","186","Commensal strain","AUS_PG3","AUS_PG3_3","3","AUS","normal","normal","B2",NA,"No",NA
"638","187","B2",0.98930414880965,10.4865666666667,7.0279,3.37733333333333,0.000366666666666667,0.760528699874853,0.814729212683576,0.579399562765915,0.000321455025366432,"B2","187.fasta",NA,NA,"187","187","Commensal strain","AUS_PG4",NA,NA,"AUS","normal","normal","B2",NA,"No",NA
"639","188","B3",1.01101082138,13.3889,8.55633333333333,4.94883333333333,0.0463,0.300050595733453,0.337288071732952,1.00057436172097,0.0260913778861907,"B1","188.fasta",NA,NA,"188","188","Commensal strain","AUS_PG4",NA,NA,"AUS","normal","super_biofilm","B1",NA,"No",NA
"640","189","B4",1.06356605618938,13.1613666666667,8.94066666666667,5.04676666666667,0.00726666666666667,0.234653283235785,0.36662287617296,0.331538494496994,0.00929587722236763,"D","189.fasta",NA,NA,"189","189","Commensal strain","AUS_PG4",NA,NA,"AUS","normal","super_biofilm","D",NA,"No",NA
"641","19","C5",0.797612094901449,13.6431,7.56143333333333,3.24456666666667,0.0629666666666667,0.770100259706488,0.127722368179318,1.28688120793387,0.0116315662459246,"B1","19.fasta",NA,NA,"19","19","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B1",NA,"No",NA
"642","190","B5",0.772787772296799,9.6127,6.97603333333333,0.454733333333333,0.0189333333333333,0.89736655275311,1.03583985409586,0.120254909809676,0.0327934952899707,"Non Escherichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","191","B6",1.15431665840689,11.2415666666667,7.6031,5.29913333333333,0.1371,0.948678682870724,1.0405558274307,1.1867472702026,0.0841634718865613,"B2","191.fasta",NA,NA,"191","191","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","B2",NA,"No",NA
"644","192","B7",0.844115488442344,12.8320333333333,7.40916666666667,3.38873333333333,0.0456333333333333,1.3181382375659,0.418759421784553,0.951118380294132,0.0400752209392953,"F","192.fasta",NA,NA,"192","192","Commensal strain","AUS_PG4",NA,NA,"AUS","normal","super_biofilm","F",NA,"No",NA
"645","193","B8",0.768229844544838,14.2478,8.17463333333333,2.63873333333333,0.1343,0.393582507233237,0.283129022414399,0.502519346227917,0.145133180217344,"B1","193.fasta",NA,NA,"193","193","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","B1",NA,"No",NA
"646","194","B9",0.933655869235654,12.8346666666667,7.84503333333333,4.1291,0.0198,0.639333217761546,0.579222602574635,0.459109017554654,0.0223275614432029,"B1","194.fasta",NA,NA,"194","194","Commensal strain","AUS_PG4",NA,NA,"AUS","biofilm","super_biofilm","B1",NA,"No",NA
"647","195","B10",0.842288558947348,12.8528,7.86633333333333,2.95763333333333,0.0342666666666667,0.62980569225754,0.674209502553422,0.846516924422267,0.0419898003488149,"B1","195.fasta",NA,NA,"195","195","Commensal strain","AUS_PG4",NA,NA,"AUS","normal","super_biofilm","B1",NA,"No",NA
"648","196","B11",0.876907611579455,13.0259,7.3952,3.52963333333333,0.465666666666667,0.819631081645882,0.948234085023313,0.312463379187599,0.735594299416012,"B1","196.fasta",NA,NA,"196","196","Commensal strain","AUS_PG4",NA,NA,"AUS","biofilm","biofilm","B1",NA,"No",NA
"649","197","C2",0.93367822940921,10.8894333333333,6.82843333333333,3.3208,0.0101,0.346391546278678,0.361988319332729,0.30051068200648,0.0174937131564457,"B1","197.fasta",NA,NA,"197","197","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","biofilm","B1",NA,"No",NA
"650","198","C3",0.984514170232286,11.3831,7.48463333333333,3.62636666666667,0.0832666666666667,0.517002891674698,0.465420028934438,0.158727134836276,0.0477441444926321,"D","198.fasta",NA,NA,"198","198","Commensal strain","AUS_PG4",NA,NA,"AUS","biofilm","super_biofilm","D",NA,"No",NA
"651","199","C4",0.737699523531127,12.6038,7.8527,1.36353333333333,0.0246333333333333,0.951230529367093,0.128583552602967,0.559376307447262,0.0368620853090724,"B2","199.fasta",NA,NA,"199","199","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","B2",NA,"No",NA
"652","2","B3",0.9918395389716,13.2403666666667,8.71696666666667,4.2763,0.136933333333333,0.202786842110955,0.145634657047467,1.29387347526719,0.177135324916667,"B1","2.fasta",NA,NA,"2","2","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B1",NA,"No",NA
"653","20","C6",0.721580672264447,9.73623333333333,6.9204,0.0489333333333333,0.0353,0.449049499869817,0.560496574476598,0.0460502262028465,0.0315874975267114,"B1","20.fasta",NA,NA,"20","20","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B1",NA,"No",NA
"654","200","C5",1.39215412693413,7.2239,6.69093333333333,3.21083333333333,0.0600333333333333,0.947219884715265,0.523326058335846,0.695673431527562,0.0352593722765073,"B2","200.fasta",NA,NA,"200","200","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","B2",NA,"No",NA
"655","201","C6",1.24131898653778,9.4941,7.88923333333333,3.90343333333333,0.0513,1.26493794709464,1.47593074476187,0.752598886082974,0.0571866243102353,"B2","201.fasta",NA,NA,"201","201","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","B2",NA,"No",NA
"656","202","C7",0.759005512756413,12.9839333333333,7.49953333333333,2.34303333333333,0.0272333333333333,0.673028805723301,0.203779349624375,0.911628676234646,0.0416672933286209,"B1","202.fasta",NA,NA,"202","202","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","B1",NA,"No",NA
"657","203","C8",0.855096979555509,11.8743666666667,6.91253333333333,3.25813333333333,0.0548333333333333,0.644959458674213,1.24198746504678,1.26617686889839,0.0485388847557639,"B2","203.fasta",NA,NA,"203","203","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","B2",NA,"No",NA
"658","204","C9",1.1541705408967,12.2158,7.18313333333333,5.2578,1.518,1.54513927851181,0.399543518697692,1.06164825154097,0.393456948089623,"B2","204.fasta",NA,NA,"204","204","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","B2",NA,"No",NA
"659","205","C10",1.13018660017401,12.0655333333333,7.3078,5.1755,1.05716666666667,1.47832399132711,0.530262831056449,0.708158718085148,0.364625209404579,"D","205.fasta",NA,NA,"205","205","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","super_bio","super_bio","D",NA,"No",NA
"660","206","C11",0.935658875846864,8.1964,6.40206666666667,1.2557,0.0361,0.587570259628583,0.133066161488687,0.951156627480459,0.0356105321499132,"B2","206.fasta",NA,NA,"206","206","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","B2",NA,"No",NA
"661","207","D2",1.13120116901333,11.3676333333333,7.28976666666667,4.91333333333333,0.6618,0.107619251685437,0.324766151766673,0.722194879055046,0.37088705828055,"B2","207.fasta",NA,NA,"207","207","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","super_bio","super_bio","B2",NA,"No",NA
"662","208","D3",0.601346863896997,12.6285333333333,6.0406,1.50026666666667,0.0712,0.651308846349666,0.45077064012644,1.23119951402416,0.0199719803725119,"A","208.fasta",NA,NA,"208","208","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","A",NA,"No",NA
"663","209","D4",0.900522473007508,12.763,7.18013333333333,4.24636666666667,0.0707,0.265168795298391,0.100230251587699,0.586606889947036,0.0429647529959152,"A","209.fasta",NA,NA,"209","209","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","A",NA,"No",NA
"664","21","C7",0.691149896742896,9.3977,6.42096666666667,0.0277,0.0391,0.381669962140067,0.302210925238208,0.0448655770050938,0.0325556446718538,"A","21.fasta",NA,NA,"21","21","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","biofilm","normal","A",NA,"No",NA
"665","210","D5",0.640188694573661,12.8882,6.32186666666667,1.89096666666667,0.0399,0.801043987556239,0.330825427277489,0.301521712872114,0.0349972856090297,"A","210.fasta",NA,NA,"210","210","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","A",NA,"No",NA
"666","211","D6",0.975403700164982,11.7358666666667,7.419,4.01263333333333,0.0294,0.704482876536636,0.997690828864334,0.801645235333769,0.0304891784080844,"B2","211.fasta",NA,NA,"211","211","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","biofilm","super_bio","B2",NA,"No",NA
"667","212","D7",1.13963182446955,9.77283333333333,6.9133,4.0906,0.0426666666666667,2.13132704279126,0.893403027753992,1.21516207560967,0.037848689981733,"A","212.fasta",NA,NA,"212","212","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","A",NA,"No",NA
"668","213","D8",0.840385809523266,11.6176,7.04613333333333,2.66386666666667,0.0401333333333333,0.30005806104819,0.297699871234996,1.65815443892701,0.0409215509644165,"Non Escherichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","214","D9",1.27801715129905,7.2103,5.69456666666667,3.48676666666667,0.0464,0.990216264257461,0.755335225799336,0.901471487809422,0.0402676048455828,"A","214.fasta",NA,NA,"214","214","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","A",NA,"No",NA
"670","215","D10",0.834376657314416,13.8067666666667,8.9899,2.51153333333333,0.0472,0.450947982957385,0.10936585390331,1.61038213580918,0.0363905207437321,"A","215.fasta",NA,NA,"215","215","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","A",NA,"No",NA
"671","216","D11",0.910550172613439,12.9519666666667,8.32683333333333,3.41403333333333,0.0315666666666667,0.271084955933253,0.19443488198709,1.2304184911376,0.0307366773307287,"B2","216.fasta",NA,NA,"216","216","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","B2",NA,"No",NA
"672","217","E2",0.395266058274651,11.3249,3.15856666666667,1.27513333333333,0.00966666666666667,0.482494393749813,1.27065542273794,0.311108491258811,0.0159638132453789,"B2","217.fasta",NA,NA,"217","217","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","B2",NA,"No",NA
"673","218","E3",1.17553088139606,9.33286666666667,6.45256666666667,4.39703333333333,0.153033333333333,0.672425938920662,0.916535827632141,0.613388044661235,0.178760239799944,"Non Escherichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","219","E4",1.09468032084148,9.62333333333333,7.2517,3.2169,0.0382333333333333,1.29165029839091,0.886474585084085,0.292584620238317,0.0137074189158037,"B2","219.fasta",NA,NA,"219","219","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","B2",NA,"No",NA
"675","22","C8",1.21742582529229,8.94013333333333,6.69663333333333,4.13306666666667,0.0456,0.349185714675347,0.692171433485472,0.352580832339668,0.0154359968903858,"B2","22.fasta",NA,NA,"22","22","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","biofilm","B2",NA,"No",NA
"676","220","E5",1.28543952821627,11.4705666666667,7.3198,4.9732,2.45493333333333,0.222182185004409,0.398103139902212,0.529279935383914,1.20775761365157,"B2","220.fasta",NA,NA,"220","220","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","B2",NA,"No",NA
"677","221","E6",1.16738577248063,12.6139333333333,8.7514,5.57863333333333,0.3997,0.713685542331728,0.592625286331928,0.966135975592118,0.0641118553779252,"Non Escherichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
